origin_zone,total,shour0,shour1,shour2,shour3,shour4,shour5,shour6,shour7,shour8,shour9,shour10,shour11,shour12,shour13,shour14,shour15,shour16,shour17,shour18,shour19,shour20,shour21,shour22,shour23,destination_zone,total,dhour0,dhour1,dhour2,dhour3,dhour4,dhour5,dhour6,dhour7,dhour8,dhour9,dhour10,dhour11,dhour12,dhour13,dhour14,dhour15,dhour16,dhour17,dhour18,dhour19,dhour20,dhour21,dhour22,dhour23
334,71,0,0,0,0,0,5,7,12,3,5,5,6,2,4,3,3,4,2,4,2,1,0,3,0,334,76,0,0,0,0,0,0,1,1,4,2,4,3,3,4,6,7,5,8,8,7,2,5,2,3
335,78,0,0,0,0,1,0,7,6,3,8,4,7,4,6,3,4,3,6,4,4,2,4,2,0,335,84,0,0,0,0,0,0,2,3,1,3,6,4,9,2,4,5,5,3,11,6,5,5,7,1
336,50,0,0,0,0,0,2,7,7,5,3,3,4,1,1,2,1,3,4,1,2,1,2,1,0,336,49,0,0,0,0,0,0,2,4,1,1,0,4,4,1,1,6,3,4,8,3,2,2,3,0
337,17,0,0,0,0,0,1,0,3,1,0,2,1,2,0,0,1,1,1,0,2,1,0,1,0,337,23,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,2,2,1,1,3,3,2,1,1
338,40,0,0,0,0,0,2,5,1,3,4,2,2,0,3,3,1,1,2,3,5,1,2,0,0,338,47,0,0,0,0,0,0,1,1,2,3,3,3,3,1,3,2,2,5,1,6,6,5,0,0
339,31,0,0,0,0,0,1,0,1,2,1,2,1,3,2,1,4,1,3,4,1,0,1,2,1,339,33,0,0,0,0,0,1,0,2,1,2,3,3,0,2,3,2,4,3,1,1,0,0,5,0
340,237,0,0,0,0,4,2,16,24,25,17,14,10,11,9,12,14,18,13,19,11,8,5,5,0,340,241,0,0,0,0,0,1,2,7,12,12,9,10,8,11,13,12,15,24,24,21,13,24,13,10
341,100,0,0,0,0,4,3,4,11,7,3,3,8,5,8,3,7,10,4,8,5,2,3,2,0,341,86,0,0,0,0,0,1,3,8,9,1,5,2,4,9,3,6,5,5,12,4,3,4,2,0
342,214,0,0,0,0,0,2,16,18,20,21,15,12,14,6,16,16,12,12,11,10,6,3,3,1,342,208,0,0,0,0,0,0,7,7,22,14,13,11,13,10,11,15,7,11,18,13,14,13,6,3
343,24,0,0,0,0,0,0,1,2,6,0,2,0,0,2,3,1,0,1,2,0,2,1,1,0,343,28,0,0,0,0,0,0,0,3,3,0,4,0,2,1,2,1,2,1,1,2,2,2,0,1
344,157,0,0,0,0,0,6,14,17,8,12,9,9,11,5,5,8,12,17,5,5,7,4,3,0,344,151,0,0,0,0,0,0,3,4,16,4,8,11,6,5,11,5,14,11,18,12,6,8,5,4
345,52,0,0,0,0,0,0,2,1,4,2,2,3,3,8,1,7,4,4,5,1,2,3,0,0,345,56,0,0,0,0,0,0,0,4,3,2,3,3,4,3,6,5,4,1,6,5,2,2,2,0
346,106,0,0,0,0,0,2,4,4,5,6,6,1,15,8,9,3,5,18,10,6,1,1,2,0,346,110,0,0,0,0,0,1,2,10,5,9,5,4,6,8,4,11,9,6,12,6,2,5,4,1
347,334,0,0,0,0,1,7,11,23,29,15,15,19,19,15,19,22,28,37,25,16,20,8,3,2,347,346,0,0,0,0,0,0,6,16,31,23,14,17,19,25,22,21,23,26,31,23,13,14,14,7
348,48,0,0,0,0,0,1,3,3,2,3,1,1,4,3,2,5,5,8,3,2,1,1,0,0,348,50,0,0,0,0,0,0,0,3,3,2,3,6,2,1,1,5,5,7,3,4,0,5,0,0
349,34,0,0,0,0,0,0,1,5,2,3,1,3,0,2,1,2,6,3,1,1,3,0,0,0,349,33,0,0,0,0,0,0,2,0,1,2,1,1,2,0,1,2,3,6,4,1,2,1,1,3
350,64,0,0,0,0,0,0,0,0,2,3,4,6,8,3,4,7,7,1,5,6,4,4,0,0,350,64,0,0,0,0,0,0,0,2,0,5,2,8,2,3,7,7,8,6,6,2,3,1,1,0
351,39,0,0,0,0,0,2,1,6,1,1,3,1,4,1,3,1,2,2,3,3,4,1,0,0,351,39,0,0,0,0,0,1,0,2,2,3,2,2,3,1,0,1,3,7,7,1,0,1,2,1
352,358,0,0,0,0,2,2,8,9,7,9,13,13,28,20,28,30,36,67,36,20,16,6,8,0,352,325,0,0,0,0,0,0,6,24,52,41,18,19,20,19,14,16,16,33,12,14,7,8,4,1
353,67,0,0,0,0,0,0,1,0,6,3,0,3,4,4,3,5,7,12,9,3,3,3,1,0,353,56,0,0,0,0,0,0,2,4,6,10,4,4,2,6,2,5,2,2,2,4,0,1,0,0
354,394,0,0,0,0,1,0,5,11,19,9,13,15,23,31,20,24,54,56,46,28,17,15,6,1,354,385,0,0,0,0,0,3,6,29,39,61,31,21,19,28,26,18,17,19,15,22,11,5,11,3
355,11,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,3,2,0,1,0,0,0,355,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,2,3,2,0,0,0,0
356,18,0,0,0,0,0,0,1,1,1,3,0,0,2,0,2,1,2,1,1,2,0,1,0,0,356,21,0,0,0,0,0,1,1,3,0,1,0,1,0,1,1,2,0,3,2,2,1,0,1,1
357,14,0,0,0,0,0,1,0,0,1,1,1,1,2,3,1,0,2,0,0,1,0,0,0,0,357,7,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0
358,15,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,4,1,2,1,0,0,0,0,0,358,18,0,0,0,0,0,0,1,6,1,0,0,1,0,2,0,1,1,1,2,0,2,0,0,0
359,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,359,7,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
360,44,0,0,0,0,0,0,1,4,3,4,5,2,2,5,3,2,4,0,3,3,2,0,1,0,360,47,0,0,0,0,0,0,2,4,3,6,5,3,3,0,2,3,3,1,2,0,5,1,3,1
361,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,2,3,1,1,0,0,0,0,361,15,0,0,0,0,0,0,0,3,1,2,2,0,0,1,0,0,2,0,2,0,1,0,1,0
362,19,0,0,0,0,0,0,0,2,0,4,1,0,2,3,1,1,1,2,1,0,1,0,0,0,362,10,0,0,0,0,0,0,0,1,3,0,2,0,1,1,0,1,0,0,0,0,0,1,0,0
363,11,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,1,0,3,0,0,0,1,0,363,8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,2,0,0,0
364,133,0,0,0,0,0,1,2,9,5,10,10,8,7,11,9,9,14,8,13,2,8,4,3,0,364,150,0,0,0,0,0,0,1,6,9,13,6,12,5,12,13,10,9,13,14,10,8,5,2,2
365,38,0,0,0,0,1,0,0,1,2,1,3,3,1,4,4,2,3,3,4,2,3,0,1,0,365,40,0,0,0,0,0,1,1,2,2,4,3,2,2,2,2,3,2,2,3,4,3,0,1,0
366,83,0,0,0,0,0,3,3,2,5,10,6,8,5,6,1,3,8,6,3,5,3,5,1,0,366,83,0,0,0,0,0,0,0,6,2,9,7,7,3,3,4,5,1,8,9,11,2,1,3,1
367,166,0,0,0,0,0,1,3,4,6,10,10,9,11,8,8,13,22,21,20,7,6,3,3,1,367,154,0,0,0,0,0,2,4,12,12,20,18,9,14,8,8,6,8,9,9,7,3,2,3,0
368,11,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,3,0,1,1,0,0,0,0,368,11,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,2,1,0,0,1,0,1,0
369,13,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,3,1,1,1,0,1,0,0,369,12,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,1,0,0,1,1,0,2,0
370,59,0,0,0,0,0,0,1,1,6,6,3,2,2,3,3,6,5,8,6,2,2,0,3,0,370,62,0,0,0,0,0,1,0,5,5,5,7,2,3,7,2,7,3,6,1,3,1,2,1,1
371,138,0,0,0,0,0,0,3,8,8,16,10,11,5,10,11,14,11,9,5,10,5,2,0,0,371,137,0,0,0,0,0,0,2,6,11,15,5,9,9,9,9,9,12,10,12,5,2,6,5,1
372,124,0,0,0,0,0,0,4,11,11,6,4,9,9,6,11,9,6,6,9,10,5,8,0,0,372,128,0,0,0,0,0,2,5,4,5,8,8,9,4,11,8,6,14,5,8,10,10,6,4,1
373,34,0,0,0,0,0,0,1,1,1,1,1,1,4,2,3,4,2,3,1,3,2,1,2,1,373,36,0,0,0,0,0,0,0,2,4,2,3,3,2,2,2,4,3,4,0,2,1,0,2,0
374,62,0,0,0,0,0,0,0,7,6,5,1,3,8,0,4,6,6,3,6,4,1,1,1,0,374,70,0,0,0,0,0,1,0,3,2,5,7,4,6,3,3,8,2,5,4,7,3,4,2,1
375,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,375,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0
376,25,0,0,0,0,1,0,3,1,1,2,1,4,2,1,1,0,0,2,2,2,0,1,1,0,376,26,0,0,0,0,0,0,0,2,1,1,3,0,2,2,1,3,1,2,5,0,1,2,0,0
377,39,0,0,0,0,0,1,2,4,8,4,3,2,1,0,0,4,3,4,1,0,0,2,0,0,377,36,0,0,0,0,0,0,0,1,0,6,5,0,3,1,1,1,4,3,5,2,3,0,1,0
378,39,0,0,0,0,0,1,5,4,2,2,2,4,3,1,3,2,3,2,0,1,3,0,1,0,378,47,0,0,0,0,0,0,0,0,2,2,4,1,2,2,2,7,1,9,3,3,2,3,1,3
379,50,0,0,0,0,0,1,3,1,7,5,3,4,5,5,3,1,5,2,4,1,0,0,0,0,379,47,0,0,0,0,0,1,0,1,4,5,5,1,2,3,2,4,3,6,2,4,1,2,1,0
380,74,0,0,0,0,0,2,4,5,7,7,6,4,4,7,4,1,2,5,3,4,3,4,1,1,380,75,0,0,0,0,0,1,1,2,2,3,4,6,6,3,2,5,7,6,6,6,6,5,3,1
381,46,0,0,0,0,0,0,1,5,5,1,5,1,3,1,4,9,3,4,2,1,1,0,0,0,381,49,0,0,0,0,0,0,3,3,1,6,4,2,5,2,5,1,4,4,3,2,1,0,1,2
382,125,0,0,0,0,1,7,10,10,8,5,9,4,7,4,9,10,9,10,8,5,5,2,2,0,382,120,0,0,0,0,0,2,3,6,7,5,4,5,6,9,5,9,8,7,10,10,6,9,3,6
384,12,0,0,0,0,0,1,0,1,0,1,1,2,0,2,3,1,0,0,0,0,0,0,0,0,384,14,0,0,0,0,0,0,0,4,1,0,1,0,2,1,1,1,0,1,1,0,0,0,0,1
386,37,0,0,0,0,0,1,1,2,1,1,5,3,2,1,5,2,4,2,3,2,2,0,0,0,386,42,0,0,0,0,0,1,1,0,2,0,3,1,1,3,4,4,3,2,7,1,2,3,3,1
387,15,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,1,0,2,1,2,1,0,0,0,387,19,0,0,0,0,0,0,0,2,0,1,1,1,3,2,0,1,1,3,3,0,1,0,0,0
388,155,0,0,0,0,1,2,9,12,13,10,11,4,19,15,13,11,4,4,8,6,7,6,0,0,388,154,0,0,0,0,0,1,1,24,10,5,11,12,7,10,7,9,10,3,9,12,7,6,6,4
389,9,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,0,0,0,1,0,1,389,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,0,0,0,0,0
390,19,0,0,0,0,1,1,1,1,2,1,0,0,3,0,3,0,1,1,1,1,0,0,1,1,390,18,0,0,0,0,0,0,0,1,0,0,2,0,0,2,3,2,2,3,1,0,0,0,1,1
391,58,0,0,0,0,0,4,5,4,4,9,3,0,0,1,4,3,1,5,3,4,5,1,2,0,391,65,0,0,0,0,0,0,2,3,3,2,7,4,1,4,2,1,8,3,7,9,3,5,0,1
392,16,0,0,0,0,0,0,0,1,1,1,2,0,2,0,1,3,1,3,0,0,1,0,0,0,392,14,0,0,0,0,0,0,1,4,2,0,2,1,0,2,0,1,0,0,0,1,0,0,0,0
393,29,0,0,0,0,1,0,3,1,3,1,0,1,1,1,0,0,2,3,6,5,1,0,0,0,393,27,0,0,0,0,0,0,0,0,3,2,2,0,1,2,1,1,6,1,5,0,1,1,0,1
394,44,0,0,0,0,0,0,3,6,0,1,2,3,2,4,4,0,4,8,3,0,1,2,1,0,394,44,0,0,0,0,0,0,0,2,6,5,0,1,3,4,4,6,0,3,3,6,0,0,0,1
395,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,395,8,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0
396,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,396,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,1,1,0,0,0
397,13,0,0,0,0,0,3,0,1,1,2,0,0,1,0,0,1,0,1,1,1,0,0,1,0,397,14,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,0,0,1,1,1,1,1,1,0
398,11,0,0,0,0,0,0,0,1,2,0,0,0,1,1,2,1,0,1,1,0,1,0,0,0,398,11,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,2,1,0,0,0
399,14,0,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,3,2,0,0,0,0,0,399,12,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,2,0,1,0,0,2,0
400,9,0,0,0,0,0,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,400,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
401,20,0,0,0,0,0,1,0,1,0,3,1,0,1,1,1,1,1,5,1,0,0,3,0,0,401,19,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,0,2,1,4,2,0,1,2,0
402,9,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,402,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,2,2,1,0,1,0
403,10,0,0,0,0,1,0,0,1,2,0,1,1,1,0,0,0,0,0,2,1,0,0,0,0,403,16,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,0,2,1,1,2,1,0,0,1
404,14,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,2,2,1,0,2,1,0,0,0,404,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,3,1,0,0,0,0,0
405,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,32,0,0,0,0,1,0,3,1,1,3,1,2,2,3,1,2,3,3,1,1,2,1,1,0,406,36,0,0,0,0,0,0,1,2,2,3,0,1,3,2,0,4,3,6,0,2,4,1,1,1
407,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,407,8,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0
408,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
409,12,0,0,0,0,0,0,4,2,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,409,12,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,3,0,1,0,2,0
410,66,0,0,0,0,2,1,14,4,6,3,2,7,3,2,7,1,3,1,2,3,3,1,1,0,410,56,0,0,0,0,0,0,1,1,2,0,3,5,5,3,5,4,2,0,9,4,5,4,1,2
411,38,0,0,0,0,0,1,4,6,1,1,2,2,2,2,5,1,1,2,3,3,1,0,1,0,411,40,0,0,0,0,0,0,1,1,3,0,0,2,6,5,2,3,4,4,3,1,1,3,0,1
412,19,0,0,0,0,0,0,5,1,3,3,1,2,1,0,0,0,2,0,0,1,0,0,0,0,412,15,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,2,0,3,0,1,1,0,1
413,148,0,0,0,0,1,5,15,18,12,10,4,13,10,5,12,11,12,3,5,4,4,1,3,0,413,148,0,0,0,0,0,1,2,5,7,3,6,3,8,8,8,8,15,18,16,12,12,10,1,4
414,42,0,0,0,0,2,2,5,6,1,3,1,0,2,2,2,2,4,2,3,2,2,1,0,0,414,40,0,0,0,0,0,2,1,0,2,0,3,1,2,4,1,3,4,6,4,2,3,0,2,0
415,12,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,0,1,0,1,1,1,0,1,0,415,13,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,2,3,0,1,0,1,0,1
416,44,0,0,0,0,0,1,5,5,5,1,2,2,2,2,2,3,4,5,2,0,1,1,1,0,416,46,0,0,0,0,0,1,1,1,1,3,1,2,1,3,0,6,5,7,5,5,3,0,1,0
417,7,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,417,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,3,0,0
418,17,0,0,0,0,0,1,2,2,2,1,0,2,1,1,0,0,0,2,1,1,1,0,0,0,418,22,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0,3,2,2,3,5,0,0,0,0
419,12,0,0,0,0,1,0,4,0,0,0,0,1,1,0,0,0,0,1,2,2,0,0,0,0,419,10,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,1,2,1,0,0,0
420,45,0,0,0,0,0,2,7,4,6,2,1,1,3,2,3,0,1,2,3,3,1,3,1,0,420,44,0,0,0,0,0,0,0,1,1,0,2,1,0,4,5,6,2,5,6,3,3,1,1,3
421,7,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,421,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,2,0
422,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,422,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
423,10,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,423,12,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,1,1,1,1,1,0,0,0
424,165,0,0,0,0,1,8,10,24,12,14,5,8,9,10,7,12,8,4,11,9,3,6,4,0,424,167,0,0,0,0,0,1,2,5,15,5,9,5,7,7,15,10,8,18,20,10,10,12,7,0
425,151,0,0,0,0,0,4,19,24,7,9,8,10,7,6,5,8,8,9,6,4,9,5,2,1,425,152,0,0,0,0,0,1,4,6,6,9,2,2,7,9,7,13,12,21,14,10,9,9,8,2
426,64,0,0,0,0,2,6,6,4,2,1,1,6,4,2,5,3,3,7,2,3,4,2,1,0,426,74,0,0,0,0,0,1,2,0,0,2,1,3,7,1,3,9,4,8,12,7,3,4,2,4
427,55,0,0,0,0,0,4,8,3,3,2,3,3,1,2,3,4,2,5,4,2,2,4,0,0,427,50,0,0,0,0,0,1,1,3,3,0,3,4,4,1,2,2,2,7,4,2,4,3,2,1
428,142,0,0,0,0,2,5,16,13,12,8,6,5,7,13,7,6,6,9,9,6,5,3,3,1,428,138,0,0,0,0,0,3,0,5,6,7,11,3,7,8,6,7,15,8,19,8,7,10,4,3
429,33,0,0,0,0,1,1,2,2,1,3,0,3,1,1,3,1,2,4,5,1,0,1,1,0,429,45,0,0,0,0,0,1,1,2,5,2,1,1,1,4,2,3,4,4,6,2,2,1,2,1
430,115,0,0,0,0,1,1,7,8,12,4,7,8,5,0,5,11,15,7,6,5,8,2,2,1,430,109,0,0,0,0,0,0,1,5,6,3,3,5,6,5,9,3,8,9,12,13,6,7,4,3
431,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,431,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0
432,176,0,0,0,0,2,3,8,11,17,16,13,8,10,13,11,15,8,9,7,10,7,6,2,0,432,166,0,0,0,0,0,2,2,5,9,7,7,10,9,12,14,10,14,11,14,13,13,5,2,5
433,71,0,0,0,0,1,0,5,7,5,4,3,3,5,8,7,2,2,6,4,3,2,2,2,0,433,74,0,0,0,0,0,1,1,2,2,2,2,2,6,10,2,3,4,8,6,4,5,5,5,4
434,52,0,0,0,0,2,3,3,5,3,0,1,3,5,2,1,4,7,2,3,4,1,0,2,1,434,46,0,0,0,0,0,2,1,2,2,0,3,5,3,4,1,1,3,1,7,6,2,1,1,0
435,26,0,0,0,0,0,0,1,2,2,1,2,2,2,4,0,2,1,1,3,2,0,1,0,0,435,32,0,0,0,0,0,0,0,2,3,1,2,1,3,3,4,0,2,2,1,3,2,0,2,1
436,11,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,2,0,0,2,0,0,0,1,0,436,9,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
437,173,0,0,0,0,0,5,5,13,11,9,6,8,15,14,6,14,20,15,11,9,5,4,3,0,437,174,0,0,0,0,0,0,6,14,14,9,5,10,15,14,11,6,12,13,13,15,3,4,8,1
438,36,0,0,0,0,1,1,4,0,3,2,3,1,2,3,2,4,2,0,3,1,3,1,0,0,438,37,0,0,0,0,0,1,0,2,4,0,3,2,1,2,1,4,2,3,3,3,0,4,2,0
439,170,0,0,0,0,0,1,3,6,11,8,13,9,8,12,11,22,22,17,6,10,5,4,0,2,439,154,0,0,0,0,0,1,9,14,20,19,16,10,10,10,12,7,6,6,4,3,3,0,4,0
440,76,0,0,0,0,0,2,1,3,5,2,6,8,6,6,5,8,9,8,4,1,1,1,0,0,440,72,0,0,0,0,0,1,4,8,12,7,4,5,3,6,3,3,2,1,2,2,3,2,1,3
441,149,0,0,0,0,0,4,2,11,13,9,11,9,11,5,11,20,12,8,6,3,9,2,2,1,441,136,0,0,0,0,0,0,5,18,7,11,6,6,11,6,7,6,10,10,5,11,5,6,4,2
442,42,0,0,0,0,0,0,3,3,1,1,3,0,3,2,3,5,2,4,4,2,3,2,1,0,442,41,0,0,0,0,0,0,0,3,3,1,4,2,2,1,5,1,3,4,3,2,0,4,2,1
443,223,0,0,0,0,1,3,1,5,11,15,11,15,13,16,13,15,21,30,22,15,7,6,2,1,443,217,0,0,0,0,0,1,7,19,27,29,15,10,15,10,7,14,7,11,14,10,9,7,4,1
444,24,0,0,0,0,0,2,1,0,2,2,1,1,2,2,1,2,1,1,2,1,1,2,0,0,444,20,0,0,0,0,0,0,0,3,2,2,0,0,0,2,1,0,3,3,1,1,0,0,0,1
445,141,0,0,0,0,0,1,5,6,16,10,9,8,7,10,9,12,8,14,3,11,6,5,0,1,445,139,0,0,0,0,0,0,3,12,6,9,12,9,3,9,12,6,10,8,12,6,9,6,4,2
446,65,0,0,0,0,0,1,2,4,4,2,3,9,4,4,7,2,8,5,5,0,1,3,1,0,446,68,0,0,0,0,0,0,2,0,6,7,9,3,6,3,4,6,7,1,5,5,3,1,0,0
447,76,0,0,0,0,0,0,2,6,2,3,1,3,9,10,6,7,6,3,3,6,4,5,0,0,447,83,0,0,0,0,0,0,1,3,3,7,8,6,7,6,5,7,6,3,5,7,3,3,2,1
448,247,0,0,0,0,1,2,2,8,11,15,17,12,22,12,18,23,25,28,18,13,8,9,3,0,448,231,0,0,0,0,0,2,3,8,20,23,18,17,20,18,13,12,13,13,16,9,12,5,4,4
449,60,0,0,0,0,3,0,2,2,6,3,3,2,3,2,6,7,5,4,2,3,4,3,0,0,449,54,0,0,0,0,0,1,4,1,6,7,3,3,2,1,3,0,5,4,4,5,3,1,0,1
450,115,0,0,0,0,1,2,2,2,4,3,6,9,5,8,12,12,11,11,12,4,3,5,3,0,450,105,0,0,0,0,0,1,2,4,8,7,7,10,7,4,6,12,7,6,8,6,3,4,3,0
451,29,0,0,0,0,0,0,1,0,3,5,1,1,2,1,0,1,3,2,6,1,1,1,0,0,451,30,0,0,0,0,0,0,1,4,4,0,3,3,1,3,2,1,0,3,2,0,0,1,1,1
452,60,0,0,0,0,0,1,0,1,1,2,5,4,4,3,4,2,5,5,6,4,6,5,2,0,452,63,0,0,0,0,0,0,2,4,2,4,4,1,4,5,3,5,2,6,5,6,4,3,1,2
453,58,0,0,0,0,0,0,0,1,1,2,4,0,3,3,4,2,10,11,0,4,5,6,1,1,453,59,0,0,0,0,0,1,0,3,2,5,9,3,1,6,4,3,6,3,2,3,5,3,0,0
454,81,0,0,0,0,0,0,1,3,1,3,0,3,4,6,6,8,9,11,7,4,9,5,0,1,454,78,0,0,0,0,0,0,1,6,4,8,6,3,8,6,5,8,8,2,7,4,1,1,0,0
455,121,0,0,0,0,2,1,1,2,5,7,6,8,10,10,12,10,7,16,9,5,5,4,1,0,455,115,0,0,0,0,0,1,3,7,6,9,12,5,8,10,11,3,8,6,6,10,3,5,2,0
456,9,0,0,0,0,0,1,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,456,8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,1,0,0,0,0
457,195,0,0,0,0,0,1,0,5,6,8,11,10,12,16,17,14,23,16,12,17,15,8,4,0,457,211,0,0,0,0,0,0,3,9,13,25,25,19,11,16,17,13,8,14,14,11,7,3,0,3
458,146,0,0,0,0,0,0,0,4,7,6,2,4,14,10,17,15,9,15,6,7,11,13,5,1,458,145,0,0,0,0,0,0,0,5,17,16,7,13,8,16,8,8,9,9,10,10,5,1,2,1
459,57,0,0,0,0,0,0,1,1,1,4,1,9,4,4,3,8,5,5,3,3,5,0,0,0,459,51,0,0,0,0,0,0,1,2,10,5,5,6,3,4,6,1,1,2,1,1,0,3,0,0
460,87,0,0,0,0,2,1,0,1,2,5,5,12,8,8,10,8,8,6,4,2,2,2,1,0,460,90,0,0,0,0,0,2,0,7,7,9,9,15,7,9,6,6,2,3,4,1,2,1,0,0
461,70,0,0,0,0,0,0,1,2,4,1,1,5,7,2,9,4,5,10,6,2,3,4,3,1,461,74,0,0,0,0,0,0,2,2,6,8,7,6,5,8,3,4,6,5,5,3,3,1,0,0
462,62,0,0,0,0,0,0,1,3,1,3,4,4,5,2,5,8,4,7,3,3,6,2,1,0,462,50,0,0,0,0,0,0,0,1,4,3,5,4,5,7,4,4,3,2,5,1,0,1,0,1
463,106,0,0,0,0,1,0,0,4,2,0,4,4,5,7,6,7,13,9,11,10,12,7,2,2,463,109,0,0,0,0,0,0,0,4,3,9,8,6,7,7,6,11,12,7,6,5,5,9,2,1
464,62,0,0,0,0,0,2,2,1,7,6,4,5,1,6,4,6,3,4,4,6,0,0,1,0,464,56,0,0,0,0,0,0,1,0,1,4,4,5,5,4,5,3,3,4,6,2,4,4,1,0
465,21,0,0,0,0,0,0,0,1,1,0,1,4,3,1,1,2,0,2,2,2,0,0,1,0,465,18,0,0,0,0,0,0,0,0,1,1,0,2,3,2,0,3,3,1,0,1,1,0,0,0
466,36,0,0,0,0,0,0,2,2,2,4,1,2,0,2,4,5,2,3,2,2,1,1,1,0,466,27,0,0,0,0,0,0,1,5,2,0,1,1,0,1,2,3,2,3,2,1,1,1,1,0
467,47,0,0,0,0,0,1,2,2,1,4,3,3,3,4,6,2,3,6,1,1,2,2,1,0,467,37,0,0,0,0,0,0,3,3,2,5,2,2,5,2,6,1,1,1,1,2,0,0,1,0
